ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments
495,Am_Pondweed,0.3,Curlyleaf,0.3,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,3.5,No,20070628,11:55:11am,38.0957156,-121.5861714,
496,Sago,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,2.5,No,20070628,11:58:12am,38.0938857,-121.5804333,
497,Sago,0.9,,,,,,,,,,,,L (10-15m),L (10-15m),center,,No,,0,2.5,No,20070628,12:53:54pm,38.09269952,-121.5784082,
498,Curlyleaf,0.5,,,,,,,,,,0.3,,XL (>15m),M (5-10m),center,,No,,0,2.5,No,20070628,12:56:31pm,38.08963341,-121.5776962,
499,Sago,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,2.5,No,20070628,12:59:29pm,38.08743197,-121.5776353,
500,Egeria,0.7,Coontail,0.1,Algae,0.9,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,2,No,20070614,10:01:10am,38.07083783,-121.6477222,
501,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3.5,No,20070614,10:04:28am,38.07261899,-121.6472731,
502,Egeria,0.7,Coontail,0.1,Algae,0.7,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,No,20070614,10:07:40am,38.07407009,-121.646843,
503,Egeria,0.7,Coontail,0.1,Algae,0.7,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,5.5,No,20070614,10:13:21am,38.07432776,-121.6477203,
504,Egeria,0.9,Coontail,0.1,Algae,0.3,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,4,No,20070614,10:16:04am,38.07510133,-121.64776,
505,Egeria,0.7,Coontail,0.1,Algae,0.3,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.25,No,20070614,10:17:44am,38.0752037,-121.6468752,
506,Egeria,0.9,Algae,0.5,Coontail,0.1,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070614,10:21:01am,38.07655617,-121.6467133,
507,Egeria,0.9,Tule,0.1,Algae,0.5,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3.5,No,20070614,10:24:46am,38.07754369,-121.647498,
508,Egeria,0.9,Algae,0.3,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,4,No,20070614,10:26:27am,38.07832665,-121.6474764,
509,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070614,10:29:45am,38.07877135,-121.6466743,
510,Egeria,0.7,Tule,0.1,Algae,0.1,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3,No,20070614,10:32:19am,38.07948584,-121.6474057,
511,Egeria,0.9,Algae,0.5,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0,4.25,No,20070614,10:34:51am,38.0808421,-121.6474213,
512,Egeria,0.9,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,2.5,Yes,20070614,10:37:06am,38.08106136,-121.6476599,
513,Egeria,0.5,,,,,,,,,,0.3,,XL (>15m),M (5-10m),center,,No,,0,3,No,20070614,10:39:03am,38.08209071,-121.6472396,
514,Egeria,0.9,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070614,10:40:24am,38.08312109,-121.646374,
515,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3.25,No,20070614,11:03:02am,38.08367214,-121.6489392,
516,Watermilfoil,0.5,Egeria,0.3,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,0.75,No,20070614,10:57:18am,38.08340775,-121.6480101,
517,Curlyleaf,0.5,Algae,0.1,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,0,1,Yes,20070614,11:00:19am,38.08310665,-121.6486672,
518,Egeria,0.5,,,,,,,,,,0.3,,L (10-15m),M (5-10m),center,,No,,1,2.5,No,20070628,02:18:14pm,38.07082028,-121.5740557,
519,Egeria,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0.5,3.5,No,20070628,02:21:47pm,38.07028844,-121.5757294,
521,Sago,0.5,Coontail,0.1,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,0,2.5,No,20070628,01:10:26pm,38.0793909,-121.5744076,
522,Coontail,0.5,,,,,,,,,,0.3,,L (10-15m),L (10-15m),center,,No,,0.5,5,No,20070628,01:21:10pm,38.07001536,-121.5680355,
523,Curlyleaf,0.7,Watermilfoil,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,2,Yes,20070628,01:35:20pm,38.07172308,-121.568674,
524,Algae,0.9,Egeria,0.9,,,,,,,,,,XL (>15m),L (10-15m),side,,No,,0,5,No,20070628,01:48:20pm,38.06906496,-121.5645646,
525,Algae,0.9,Egeria,0.9,,,,,,,,,,XL (>15m),L (10-15m),side,,No,,0,4,No,20070628,01:51:21pm,38.06944084,-121.5658358,
526,Algae,0.9,Egeria,0.9,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,1,Yes,20070628,01:55:50pm,38.06906459,-121.5654054,
527,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0.25,6.25,No,20070614,09:21:39am,38.05704927,-121.6481869,
528,Egeria,0.7,Algae,0.1,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0,0,No,20070614,09:25:41am,38.05758492,-121.6476764,
529,Egeria,0.9,Algae,0.3,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2.75,No,20070614,09:28:07am,38.05853258,-121.6476689,
530,Egeria,0.9,Algae,0.7,Coontail,0.1,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3.5,No,20070614,09:30:28am,38.06009684,-121.6476061,
531,Egeria,0.7,Coontail,0.1,Algae,0.3,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070614,09:33:42am,38.06132685,-121.6476854,
532,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0.75,3.5,Yes,20070614,09:37:03am,38.06278209,-121.6476574,
533,Egeria,0.9,Algae,0.7,Coontail,0.1,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4.5,No,20070614,09:44:08am,38.06398144,-121.647671,
534,Egeria,0.7,Algae,0.5,Coontail,0.1,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3.25,No,20070614,09:48:24am,38.06501846,-121.6476532,
535,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3,Yes,20070614,09:54:02am,38.06769432,-121.647737,
536,Egeria,0.7,Coontail,0.1,Algae,0.9,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070614,09:58:20am,38.06980947,-121.6477687,
537,Egeria,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),side,,No,,2,3.75,Yes,20070613,02:09:30pm,38.06148538,-121.6098943,
538,Egeria,0.1,Watermilfoil,0.5,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,1,2,Yes,20070612,09:35:58am,38.05573496,-121.525114,
539,Egeria,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,0,3,No,20070612,10:04:33am,38.05584373,-121.5290817,
540,Am_Pondweed,0.5,Watermilfoil,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,0,4,No,20070612,09:48:39am,38.05576946,-121.5262331,
541,Watermilfoil,0.5,,,,,,,,,,0.3,,XL (>15m),S (3-5m),center,,No,,0,4,Yes,20070612,01:20:28pm,38.05754413,-121.5363188,
542,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2.75,Yes,20070612,01:23:59pm,38.05921313,-121.5357507,
543,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,1,5,No,20070612,01:26:42pm,38.06035263,-121.5353901,
544,Am_Pondweed,0.5,Curlyleaf,0.5,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,5,No,20070612,01:33:06pm,38.06173344,-121.5341957,
545,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,No,20070612,01:34:53pm,38.0621214,-121.5341431,
546,Egeria,0.7,Watermilfoil,0.1,Algae,0.5,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,5.25,No,20070612,01:38:01pm,38.06311321,-121.5342651,
547,Egeria,0.7,Watermilfoil,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,0,4.75,No,20070612,01:40:54pm,38.06317981,-121.5353699,very mixed to east
548,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,5,No,20070612,01:44:42pm,38.06369518,-121.5356176,
549,Egeria,0.7,Coontail,0.1,Algae,0.5,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,5,No,20070612,01:48:01pm,38.06380416,-121.5371451,
550,Curlyleaf,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,1,5.75,No,20070612,01:52:36pm,38.06482555,-121.5394287,
551,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,2.75,Yes,20070612,01:54:58pm,38.06521349,-121.5386282,
552,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4,Yes,20070612,01:57:23pm,38.06563789,-121.5383134,
553,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3,Yes,20070612,01:59:34pm,38.06606867,-121.537532,mix to outside
554,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3.25,No,20070612,02:02:28pm,38.0667138,-121.5361254,
555,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,4,Yes,20070612,02:04:34pm,38.06715634,-121.5351138,
556,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.75,No,20070612,02:08:36pm,38.06718025,-121.5343632,
557,Egeria,0.5,Watermilfoil,0.1,Curlyleaf,0.1,Coontail,0.1,,,,,,XL (>15m),L (10-15m),center,,No,,0,3.75,Yes,20070612,02:22:57pm,38.06556292,-121.5332255,
558,Egeria,0.5,Mixed,0.3,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,4.25,Yes,20070612,02:25:32pm,38.06454137,-121.533162,
559,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,5,No,20070612,02:34:27pm,38.06417645,-121.5391151,
560,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,4.5,No,20070612,02:39:47pm,38.06364258,-121.5396286,
561,Am_Pondweed,0.7,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4,No,20070612,02:47:39pm,38.05812724,-121.5408212,patchy
562,Cabomba,0.7,Watermilfoil,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,1,2.25,Yes,20070612,02:51:06pm,38.05963477,-121.5392344,
563,Curlyleaf,0.5,Am_Pondweed,0.1,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,0,3.75,No,20070612,02:53:30pm,38.0583375,-121.5390851,higher cover at low tide
564,Curlyleaf,0.7,Am_Pondweed,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,2,4.75,No,20070612,02:56:06pm,38.05774384,-121.5375385,
565,Watermilfoil,0.3,,,,,,,,,,0.5,,M (5-10m),S (3-5m),side,,No,,1,4,No,20070612,09:43:19am,38.05573418,-121.5255501,
566,Watermilfoil,0.5,Algae,0.1,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0,4,No,20070612,10:01:35am,38.05608518,-121.5284289,
567,Egeria,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0.75,3,Yes,20070613,01:19:38pm,38.05778096,-121.6217805,
568,Algae,0.5,Egeria,0.1,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,1.5,2.75,Yes,20070613,01:34:33pm,38.0596833,-121.6182735,algae covers egeria
569,Sago,0.7,,,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,1.75,4,No,20070613,01:41:53pm,38.06249849,-121.6181387,
570,Sago,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,2,4.25,No,20070613,01:47:28pm,38.06216044,-121.6180991,
571,Coontail,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,1.5,3,No,20070613,02:30:37pm,38.05881128,-121.6114571,
572,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070628,01:39:12pm,38.06657144,-121.561642,
573,Egeria,0.9,Algae,0.9,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,1,3.5,No,20070628,01:41:44pm,38.06752362,-121.5623365,
574,Algae,0.9,Egeria,0.9,Algae,0.3,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,No,20070628,01:59:59pm,38.06797724,-121.5635137,
575,Curlyleaf,0.3,,,,,,,,,,0.3,,L (10-15m),S (3-5m),center,,No,,0,2.5,No,20070628,02:03:03pm,38.0622104,-121.5604089,
576,Curlyleaf,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,2.5,No,20070628,02:05:54pm,38.0582243,-121.5561559,
577,Sago,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0,3.5,No,20070628,02:33:57pm,38.06593841,-121.578876,
578,Sago,0.5,,,,,,,,,,0.3,,XL (>15m),M (5-10m),center,,No,,0,3.5,No,20070628,02:38:43pm,38.06657293,-121.5817305,
579,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,1,No,20070614,11:29:02am,38.04875305,-121.6323946,
580,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,4,Yes,20070614,11:51:49am,38.04856535,-121.6243538,
581,Egeria,0.1,Coontail,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,0,2,Yes,20070612,10:03:21am,38.0472545,-121.5290566,
582,Egeria,0.3,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,1,3,No,20070612,10:44:14am,38.05152689,-121.5276192,
583,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,,1,Yes,20070612,10:46:27am,38.05182869,-121.5274674,
584,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,3,Yes,20070612,10:47:51am,38.0521612,-121.5273451,
585,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,2,6,No,20070612,10:57:18am,38.05060323,-121.5242585,
586,Egeria,0.3,,,,,,,,,,0.5,,M (5-10m),M (5-10m),center,,No,,4,6,No,20070612,11:04:24am,38.04839407,-121.525686,
587,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,0,3,Yes,20070612,11:14:17am,38.04837985,-121.5285199,small
588,Egeria,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,0,4,No,20070612,09:56:23am,38.05528997,-121.5262972,
589,Egeria,0.3,Coontail,0.1,,,,,,,,0.3,,L (10-15m),S (3-5m),side,,No,,6,4,No,20070612,10:38:11am,38.05236543,-121.5364259,"3.5,sav depth inches here on"
590,Egeria,0.5,Coontail,0.1,,,,,,,,0.1,,M (5-10m),S (3-5m),side,,No,,6,4,No,20070612,10:43:47am,38.05201619,-121.5363584,
591,Egeria,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),side,,No,,6,4,No,20070612,10:51:59am,38.0504072,-121.5362196,
592,Egeria,0.5,Curlyleaf,0.1,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0,4,No,20070612,11:13:07am,38.04659322,-121.535209,
593,Curlyleaf,0.3,Sago,0.1,,,,,,,,0.3,,S (3-5m),S (3-5m),range finder,,No,,0,4,No,20070612,10:23:26am,38.05425373,-121.536595,
594,Coontail,0.5,Egeria,0.1,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,0,3,Yes,20070612,12:39:05pm,38.04388998,-121.5286573,eg below
595,Coontail,0.5,Watermilfoil,0.1,Egeria,0.01,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,0,4.5,Yes,20070612,12:42:08pm,38.04382226,-121.5280468,"eg below, part of large patch north"
596,Coontail,0.1,,,,,,,,,,0.7,,M (5-10m),M (5-10m),center,,No,,0,3.5,No,20070612,12:47:48pm,38.0435575,-121.5267515,
598,Curlyleaf,0.1,Sago,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0,3.75,No,20070612,12:52:33pm,38.04350794,-121.5253375,
599,Sago,0.7,,,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,0,3.5,No,20070612,12:58:14pm,38.04386413,-121.524826,
600,Algae,0.1,Egeria,0.1,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0,4.25,No,20070612,01:07:17pm,38.04499979,-121.5238711,
601,Coontail,0.1,Egeria,0.5,,,,,,,,0.1,,S (3-5m),S (3-5m),,,No,,3,2.5,Yes,20070612,01:09:34pm,38.04510702,-121.5233098,
602,Watermilfoil,0.1,Coontail,0.1,Egeria,0.1,,,,,,0.3,,S (3-5m),S (3-5m),,,No,,0,4,No,20070612,01:13:53pm,38.04568399,-121.5227891,
603,Coontail,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0,1.5,Yes,20070612,01:18:17pm,38.04649713,-121.5219563,
604,Coontail,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),,,No,,0,3,No,20070612,01:23:09pm,38.04744844,-121.5214491,
605,Am_Pondweed,0.5,,,,,,,,,,0.3,,S (3-5m),M (5-10m),range finder,,No,,,2.5,No,20070612,01:45:28pm,38.05288641,-121.517227,
606,Sago,0.1,Am_Pondweed,0.1,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0,3.5,No,20070612,02:12:18pm,38.05330314,-121.523408,
607,Sago,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,,3.5,No,20070612,02:15:04pm,38.05308585,-121.5236178,
608,Egeria,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,1.25,4.25,No,20070612,02:23:54pm,38.05010116,-121.5250922,
609,Egeria,0.1,,,,,,,,,,0.7,,M (5-10m),M (5-10m),,,No,,6,3.75,No,20070612,02:28:03pm,38.05021667,-121.5244215,
610,Egeria,0.1,,,,,,,,,,,,S (3-5m),S (3-5m),,,No,,0,4,No,20070612,02:30:24pm,38.05106079,-121.5237792,
611,Am_Pondweed,0.5,Egeria,0.01,,,,,,,,0.3,,S (3-5m),S (3-5m),,,No,,,3.5,No,20070612,02:36:16pm,38.0524338,-121.5231526,some eg mixed in
612,Sago,0.5,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,4.5,No,20070612,12:22:11pm,38.05324041,-121.5281908,
613,Egeria,0.7,,,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0,3,No,20070612,12:28:06pm,38.05203995,-121.5291398,
614,Egeria,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,4.25,Yes,20070612,12:30:27pm,38.05252904,-121.5302438,
615,Egeria,0.9,,,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,3,No,20070612,12:36:12pm,38.04888956,-121.5330766,
616,Egeria,0.7,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,2,3.25,No,20070612,12:39:03pm,38.04724547,-121.5331869,
617,Egeria,0.5,Coontail,0.1,Tule,0.1,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,3,Yes,20070612,12:41:47pm,38.04571149,-121.5320255,
618,Egeria,0.9,Algae,0.7,Coontail,0.1,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,5,Yes,20070612,12:45:49pm,38.04458592,-121.5297087,
619,Algae,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,5.25,Yes,20070612,12:48:09pm,38.0457154,-121.5270334,sav under
620,Coontail,0.5,Egeria,0.1,,,,,,,,0.3,,L (10-15m),S (3-5m),center,,No,,0,4.25,No,20070612,12:51:58pm,38.04655985,-121.5253403,
621,Egeria,0.3,Coontail,0.1,,,,,,,,0.3,,XL (>15m),XL (>15m),center,,No,,0,5,No,20070612,12:54:05pm,38.04642633,-121.5241529,
622,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3.75,No,20070612,01:02:10pm,38.05080769,-121.5217365,
623,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2.5,Yes,20070612,01:04:56pm,38.0514551,-121.5210852,
624,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4.25,No,20070612,01:09:56pm,38.05224247,-121.5205367,
625,Egeria,0.9,Watermilfoil,0.01,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3.25,Yes,20070612,01:11:50pm,38.05273972,-121.5203168,sparsse mil on island side
626,Watermilfoil,0.5,,,,,,,,,,0.3,,L (10-15m),M (5-10m),center,,No,,0,3.5,Yes,20070612,01:13:57pm,38.0530073,-121.5201856,
627,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,7,No,20070614,01:22:36pm,38.04980943,-121.6074345,hooked deep
628,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,6.5,No,20070614,01:46:02pm,38.05375633,-121.6080442,hooked deep
629,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,6,No,20070614,01:59:54pm,38.05152746,-121.6018323,hooked deep
630,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,5.5,No,20070614,02:03:08pm,38.0507632,-121.6021337,hooked deep
631,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,5.5,No,20070614,02:07:28pm,38.05091198,-121.5999309,hooked ddeep
632,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,6,No,20070614,02:14:04pm,38.05350502,-121.5982993,hooked deep
633,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,7,6.75,No,20070614,02:18:21pm,38.0543135,-121.590974,hooked dEep
634,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,6.5,No,20070614,02:21:26pm,38.05437713,-121.590045,hooked deep
635,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,6.5,No,20070614,02:25:48pm,38.05377254,-121.5873827,hooked deep
636,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,5.5,No,20070614,02:29:50pm,38.05173768,-121.5891689,hooked deep
637,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,7,No,20070614,02:33:23pm,38.0505851,-121.589779,hooked deep
638,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,5.75,No,20070614,02:35:54pm,38.0499645,-121.5889778,hooked deep
639,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4,5.5,No,20070614,02:38:54pm,38.04907035,-121.5908791,hooked deep
640,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,6.25,No,20070614,02:41:55pm,38.05067691,-121.5928174,hooked deep
641,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,6,No,20070614,02:44:56pm,38.04975134,-121.5930378,hooked deep
642,Algae,0.1,,,,,,,,,,0.7,,XL (>15m),XL (>15m),center,,Yes,,2,2,Yes,20070612,09:26:21am,38.04662128,-121.5265937,
643,Coontail,0.5,,,,,,,,,,0.3,,M (5-10m),M (5-10m),center,,Yes,,0,7,No,20070612,09:30:08am,38.04661984,-121.5267405,
644,Algae,0.5,,,,,,,,,,0.3,,L (10-15m),L (10-15m),side,,Yes,,1,1,Yes,20070612,10:16:12am,38.04901691,-121.5302213,
645,Algae,0.7,,,,,,,,,,0.1,,XL (>15m),XL (>15m),center,,No,,2,2,Yes,20070612,11:18:25am,38.04907451,-121.5296459,alg on bottom all venice cut
646,Algae,0.3,,,,,,,,,,0.5,,XL (>15m),XL (>15m),center,,No,,3,3,Yes,20070612,11:20:28am,38.04998638,-121.5290758,duck blind
647,Sago,0.7,Am_Pondweed,0.1,Curlyleaf,0.1,Egeria,0.1,,,,,,M (5-10m),M (5-10m),center,,No,,0,4,No,20070612,10:50:20am,38.05300737,-121.5262925,
648,Coontail,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,0,7,No,20070612,11:01:06am,38.04931394,-121.5256918,
649,Watermilfoil,0.3,Algae,0.1,,,,,,,,0.5,,M (5-10m),S (3-5m),side,,No,,0,2,Yes,20070612,09:16:48am,38.05541857,-121.5224105,"algae,2.1,check sp"
650,Sago,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),range finder,,No,,0,4,No,20070612,10:27:56am,38.053979,-121.5365262,"sample 2,3.75"
651,Coontail,0.1,Egeria,0.5,,,,,,,,0.1,,M (5-10m),S (3-5m),side,,No,,6,5,No,20070612,10:48:15am,38.05103701,-121.5362766,
652,Coontail,0.3,Egeria,0.1,Algae,0.1,,,,,,0.1,,S (3-5m),S (3-5m),range finder,,No,,0,4,No,20070612,10:54:32am,38.05000037,-121.5361933,
653,Curlyleaf,0.3,Sago,0.3,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,0,4,No,20070612,11:08:47am,38.04743496,-121.5354773,
654,Sago,0.1,Curlyleaf,0.1,,,,,,,,0.5,,M (5-10m),S (3-5m),side,,No,,1,5,No,20070612,11:15:29am,38.04632742,-121.5350723,
655,Curlyleaf,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,,5,No,20070612,11:26:58am,38.04366111,-121.5329045,
656,Sago,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,5.75,No,20070614,01:13:29pm,38.04701059,-121.6160838,
657,Sago,0.1,,,,,,,,,,0.7,,L (10-15m),M (5-10m),center,,Yes,,0,6,No,20070614,01:20:12pm,38.048971,-121.6075679,
658,Sago,0.3,,,,,,,,,,0.5,,M (5-10m),M (5-10m),center,,Yes,,0,4.5,No,20070614,01:34:18pm,38.05255424,-121.611088,
659,Sago,0.1,,,,,,,,,,0.7,,L (10-15m),S (3-5m),center,,Yes,,0,5.5,No,20070614,01:48:22pm,38.05375291,-121.6072535,
660,Sago,0.1,,,,,,,,,,0.7,,M (5-10m),S (3-5m),center,,Yes,,0,6,No,20070614,01:52:25pm,38.0530257,-121.6065019,
661,Sago,0.1,,,,,,,,,,0.7,,M (5-10m),M (5-10m),center,,Yes,,0,7,No,20070614,01:55:59pm,38.0525785,-121.6064377,
662,Sago,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),side,,No,,0,2.75,Yes,20070613,11:49:29am,38.04890894,-121.6285955,
663,Sago,0.3,Tule,0.1,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,1,1.25,Yes,20070613,12:51:20pm,38.05067854,-121.6259976,
