ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments,RkTthCov,RkSpp1,RkCov1,RkSpp2,RkCov2,RkSpp3,RkCov3,RkSpp4,RkCov4,RkSpp5,RkCov5
627,Egeria,0.5,WHyacinth,0.5,Cabomba,0.1,Watermilfoil,0.1,,,,,,S (3-5m),S (3-5m),center,,Yes,,0,,No,10/30/2007,02:25:14pm,38.03831609,-121.4992003,100 eg cab mil,,Egeria,1,,,,,,,,
1,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0.5,1,Yes,11/1/2007,08:45:23am,38.00143909,-121.5781222,,,,,,,,,,,,
2,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0.5,4,No,11/1/2007,08:49:20am,38.00166777,-121.578518,egd100,,Egeria,1,,,,,,,,
6,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,1,1.5,Yes,11/1/2007,09:17:02am,38.00289698,-121.5754071,egd100,,Egeria,1,,,,,,,,
15,Egeria,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),side,,No,,1.75,1.75,Yes,11/1/2007,10:15:38am,38.00032621,-121.5789624,egd100,,Egeria,1,,,,,,,,
19,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,2,4.25,Yes,11/1/2007,12:59:27pm,38.00826145,-121.5623437,egd100,,Egeria,1,,,,,,,,
20,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,1.25,7.25,No,11/1/2007,01:03:42pm,38.00919083,-121.5587593,egd100,,Egeria,1,,,,,,,,
21,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,2,3.25,Yes,11/1/2007,01:10:09pm,38.01196873,-121.5589079,egd100,,Egeria,1,,,,,,,,
22,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),side,,No,,1.5,4,Yes,11/1/2007,01:17:24pm,38.01038365,-121.5514395,egd100,,Egeria,1,,,,,,,,
24,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1.5,4.75,Yes,11/1/2007,01:38:34pm,38.00517196,-121.5434692,egd100,,Egeria,1,,,,,,,,
26,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,0.5,6.5,No,11/1/2007,02:40:41pm,38.03011799,-121.5701496,egd100,,Egeria,1,,,,,,,,
28,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,9,No,10/29/2007,08:50:41am,38.01996595,-121.6888728,egd100,,Egeria,1,,,,,,,,
30,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,2,7.25,No,10/29/2007,09:06:38am,38.01808276,-121.6854898,egd100,,Egeria,1,,,,,,,,
35,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,6.75,No,10/29/2007,10:01:06am,38.01182232,-121.6791502,egd100,,Egeria,1,,,,,,,,
37,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,3,5,Yes,10/29/2007,10:09:40am,38.00948464,-121.6791892,egd100,,Egeria,1,,,,,,,,
39,Egeria,0.7,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,2,2.75,No,10/29/2007,10:26:56am,38.00531241,-121.6782108,egd100,,Egeria,1,,,,,,,,
40,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,1.75,2.5,No,10/29/2007,10:33:09am,38.00268872,-121.6781902,egd100,,Egeria,1,,,,,,,,
41,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,1,2.5,No,10/29/2007,10:43:04am,38.00044673,-121.6780978,egd100,,Egeria,1,,,,,,,,
42,Egeria,0.7,,,,,,,,,,0.3,,XL (>15m),S (3-5m),center,,No,,1,2,No,10/29/2007,10:46:35am,38.00105462,-121.67773,egd100,,Egeria,1,,,,,,,,
44,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,1,5,No,10/29/2007,11:05:02am,38.01051957,-121.6790859,egd100,,Egeria,1,,,,,,,,
45,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,5.5,No,10/29/2007,11:08:27am,38.01051536,-121.6778603,egd100,,Egeria,1,,,,,,,,
46,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,6.5,No,10/29/2007,11:11:03am,38.01154496,-121.6773546,egd100,,Egeria,1,,,,,,,,
47,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,2,2.25,Yes,10/29/2007,11:19:33am,38.01088358,-121.6726572,egd100,,Egeria,1,,,,,,,,
48,Egeria,0.1,,,,,,,,,,0.7,,M (5-10m),M (5-10m),center,,Yes,,2.5,3,Yes,10/29/2007,11:23:32am,38.01089268,-121.6719695,egd100,,Egeria,1,,,,,,,,
50,Egeria,0.5,,,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,Yes,,1.5,3.75,Yes,10/29/2007,11:35:05am,38.00877339,-121.6691574,egd100,,Egeria,1,,,,,,,,
51,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0.5,3,Yes,10/29/2007,11:37:39am,38.00835363,-121.6690481,egd100,,Egeria,1,,,,,,,,
52,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0.5,,No,10/29/2007,11:40:43am,38.00728046,-121.6690822,egd100,,Egeria,1,,,,,,,,
53,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,2,,No,10/29/2007,11:43:43am,38.00623205,-121.6691894,egd100,,Egeria,1,,,,,,,,
55,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,Yes,,2,4,Yes,10/29/2007,11:51:24am,38.00403389,-121.6693211,egd100,,Egeria,1,,,,,,,,
56,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0,2,Yes,10/29/2007,12:43:00pm,38.01206702,-121.6722027,egd100,,Egeria,1,,,,,,,,
57,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,7.75,No,10/29/2007,12:47:02pm,38.01210722,-121.6682591,egd100,,Egeria,1,,,,,,,,
58,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4,Yes,10/29/2007,12:55:17pm,38.0126912,-121.6648034,egd100,,Egeria,1,,,,,,,,
60,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,7,No,10/29/2007,01:02:00pm,38.01287877,-121.6619682,egd90 pwd10,,Egeria,0.9,Sago,0.1,,,,,,
61,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,5,No,10/29/2007,01:10:28pm,38.0126751,-121.6578064,egd100,,Egeria,1,,,,,,,,
63,Egeria,0.9,,,,,,,,,,,,L (10-15m),L (10-15m),center,,No,,0,7,No,10/29/2007,01:17:30pm,38.01279976,-121.6545693,egd100,,Egeria,1,,,,,,,,
65,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2.75,Yes,10/29/2007,01:33:19pm,38.01526041,-121.6457902,egd100,,Egeria,1,,,,,,,,
67,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,6,No,10/29/2007,02:01:15pm,38.02210853,-121.6589325,egd100,,Egeria,1,,,,,,,,
68,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,1,5.5,No,10/29/2007,02:04:24pm,38.02255643,-121.6592678,egd100,,Egeria,,,,,,,,,
69,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,6,Yes,10/29/2007,02:17:42pm,38.02601032,-121.663183,egd100,,Egeria,1,,,,,,,,
73,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2,4.25,No,10/29/2007,03:11:14pm,38.0416757,-121.6755276,egd100 epi alg,,Egeria,1,,,,,,,,
75,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,7.75,No,10/29/2007,03:23:08pm,38.04229589,-121.6612579,egr100,,Egeria,1,,,,,,,,
76,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,3,7,No,10/29/2007,03:27:44pm,38.04509251,-121.6605461,egd100,,Egeria,1,,,,,,,,
78,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1.5,5.75,Yes,10/29/2007,03:36:48pm,38.0465801,-121.6560889,egd100,,Egeria,1,,,,,,,,
79,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,3,5.75,Yes,10/29/2007,03:39:51pm,38.04688461,-121.6541948,egd100,,Egeria,1,,,,,,,,
80,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,3,3.25,Yes,10/30/2007,08:20:00am,38.02500058,-121.6102829,egd100,,Egeria,1,,,,,,,,
81,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,-3,4,Yes,10/30/2007,08:24:09am,38.02379687,-121.6096293,egd100,,Egeria,1,,,,,,,,
82,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,3,Yes,10/30/2007,08:26:57am,38.02322521,-121.6093564,egd50 alg50,,Egeria,0.5,Algae,0.5,,,,,,
87,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0.5,7,No,10/30/2007,09:24:42am,38.01131506,-121.617228,egd100,,Egeria,1,,,,,,,,
90,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1.5,3,Yes,10/30/2007,09:45:38am,38.00991692,-121.6226743,egd100,,Egeria,1,,,,,,,,
91,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0.5,5,Yes,10/30/2007,09:51:09am,38.00853373,-121.6206055,egd100,,Egeria,1,,,,,,,,
92,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,2,5.5,No,10/30/2007,09:53:58am,38.00761994,-121.6214864,egd100,,Egeria,1,,,,,,,,
93,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1,6,No,10/30/2007,09:59:00am,38.00862229,-121.6227398,egd100,,Egeria,1,,,,,,,,
94,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1,6,No,10/30/2007,10:02:53am,38.00765284,-121.6237424,egd100,,Egeria,1,,,,,,,,
95,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1,3,No,10/30/2007,10:09:35am,38.00756847,-121.6251914,,,Egeria,1,,,,,,,,
96,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1,6,Yes,10/30/2007,10:11:40am,38.00811439,-121.6258349,egd100,,Egeria,1,,,,,,,,
97,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),side,,No,,2,4,No,10/30/2007,10:19:00am,38.00622721,-121.6265799,egd100,,Egeria,1,,,,,,,,
104,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,3.5,Yes,10/30/2007,11:36:01am,37.99769952,-121.6219634,egd100,,Egeria,1,,,,,,,,
105,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,1,5,No,10/30/2007,11:48:22am,37.99992687,-121.6221315,,,Egeria,1,,,,,,,,
108,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2,3.5,Yes,10/30/2007,01:05:32pm,38.01025671,-121.6179771,egd100,,Egeria,1,,,,,,,,
109,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1,8,No,10/30/2007,01:14:00pm,38.01319764,-121.6138369,egeria and coontail?,,Egeria,0.5,Coontail,0.5,,,,,,
110,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,1,6.75,No,10/30/2007,01:21:05pm,38.01590398,-121.6091507,egd100,,Egeria,1,,,,,,,,
111,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,2,3.5,Yes,10/30/2007,01:27:24pm,38.01716683,-121.606962,,,Egeria,1,,,,,,,,
112,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,1,6.5,Yes,10/30/2007,01:32:57pm,38.01813158,-121.6051811,egd100,,Egeria,1,,,,,,,,
113,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,3,4.5,Yes,10/30/2007,01:42:49pm,38.02108823,-121.601605,egd100,,Egeria,1,,,,,,,,
114,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,2,5,No,10/30/2007,01:46:49pm,38.0226792,-121.6005714,egd100,,Egeria,1,,,,,,,,
115,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,2,4,No,10/30/2007,01:49:49pm,38.0237577,-121.5999551,egd100,,Egeria,1,,,,,,,,
116,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,3,4.5,Yes,10/30/2007,01:51:55pm,38.02441152,-121.6005317,egd100,,Egeria,1,,,,,,,,
117,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),side,,No,,1,1.75,Yes,10/30/2007,01:57:12pm,38.02448927,-121.5979476,egd100,,Egeria,1,,,,,,,,
118,Egeria,0.5,,,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,4,5.5,Yes,10/30/2007,02:08:11pm,38.02612289,-121.5979121,egd100,,Egeria,1,,,,,,,,
120,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,2,3,Yes,10/30/2007,02:51:32pm,38.03283292,-121.5803238,egd100,,Egeria,1,,,,,,,,
121,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,2,3,Yes,10/30/2007,02:56:03pm,38.0327902,-121.5787745,egd100,,Egeria,1,,,,,,,,
122,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,1,5.5,No,10/30/2007,03:13:25pm,38.04177851,-121.5802484,egd100,,Egeria,1,,,,,,,,
123,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1,3.5,Yes,10/30/2007,03:16:57pm,38.04243823,-121.5795695,egd100,,Egeria,1,,,,,,,,
124,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),side,,No,,1,6,No,10/30/2007,03:19:08pm,38.04295496,-121.5786668,egd100,,Egeria,1,,,,,,,,
133,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,5,6,No,10/29/2007,12:11:44pm,38.0096367,-121.6688245,egd100,,Egeria,1,,,,,,,,
144,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,Yes,10/29/2007,08:46:10am,38.02151703,-121.6885363,egd100,,Egeria,1,,,,,,,,
161,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,,5.25,No,10/31/2007,12:51:24pm,38.05382897,-121.6462552,EGD100,,Egeria,1,,,,,,,,
164,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,5,No,10/31/2007,01:48:02pm,38.06278825,-121.6477367,EGD100,,Egeria,1,,,,,,,,
166,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,6.5,No,10/31/2007,01:59:47pm,38.06817877,-121.6477988,EGD100,,Egeria,1,,,,,,,,
167,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0.5,4.5,No,10/31/2007,02:03:01pm,38.07079491,-121.6477596,EGD100,,Egeria,1,,,,,,,,
168,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,6,No,10/31/2007,02:05:52pm,38.07244685,-121.6473504,EGD100,,Egeria,1,,,,,,,,
173,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,5.75,No,10/31/2007,02:35:41pm,38.08384254,-121.6494633,EGD100,,Egeria,1,,,,,,,,
182,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,4.5,Yes,11/1/2007,08:44:15am,38.05193898,-121.5271226,EGD100,,Egeria,1,,,,,,,,
184,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,3,Yes,11/1/2007,09:00:44am,38.05055818,-121.5288287,EGD95ALG5,,Egeria,0.95,Algae,0.05,,,,,,
186,Egeria,0.9,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0,5,Yes,11/1/2007,10:42:43am,38.04966177,-121.5361717,EGD100,,Egeria,1,,,,,,,,
192,Egeria,0.7,,,,,,,,,,0.3,,L (10-15m),M (5-10m),center,,No,,0,5.5,No,11/1/2007,11:19:48am,38.03130612,-121.5239049,EGD100,,Egeria,1,,,,,,,,
197,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,1.5,2,Yes,11/1/2007,01:02:02pm,38.01242978,-121.5184227,EGD100,,Egeria,1,,,,,,,,
208,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,4.5,4.5,No,10/30/2007,01:26:41pm,38.03137416,-121.6145382,EGD100,,Egeria,1,,,,,,,,
209,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,4.25,4.25,No,10/30/2007,01:32:21pm,38.03219671,-121.6149764,EGD100,,Egeria,1,,,,,,,,
210,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,5,5,No,10/30/2007,01:35:35pm,38.03287645,-121.6160858,EGD100,,Egeria,1,,,,,,,,
211,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,4,4,No,10/30/2007,01:39:29pm,38.03361462,-121.6171355,EGD100,,Egeria,1,,,,,,,,
212,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,3.5,3.5,No,10/30/2007,01:42:58pm,38.03411032,-121.6177968,EGD100,,Egeria,1,,,,,,,,
213,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,3,3,No,10/30/2007,01:47:23pm,38.03497153,-121.6178469,EGD100,,Egeria,1,,,,,,,,
215,Egeria,0.5,,,,,,,,,,0.5,,XL (>15m),XL (>15m),,,Yes,,4,6.75,No,10/30/2007,01:54:59pm,38.03654312,-121.619828,EGD100,,Egeria,1,,,,,,,,
217,Egeria,0.5,,,,,,,,,,0.5,,XL (>15m),XL (>15m),,,Yes,,4.5,4.5,No,10/30/2007,02:27:32pm,38.04335093,-121.6271503,EGD100,,Egeria,1,,,,,,,,
218,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,No,,3,3,No,10/30/2007,02:32:36pm,38.04525994,-121.6235235,EGD100,,Egeria,1,,,,,,,,
220,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,No,,3.5,3.5,No,10/30/2007,02:47:23pm,38.04994349,-121.613932,EGD100,,Egeria,1,,,,,,,,
231,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,1,9.5,No,11/1/2007,11:10:22am,38.03416453,-121.5267499,EGD100,,Egeria,1,,,,,,,,
242,Egeria,0.9,,,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,Yes,,1,2.75,Yes,10/29/2007,09:04:39am,38.01702349,-121.7391999,EGD100,,Egeria,1,,,,,,,,
247,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,2,Yes,10/29/2007,10:41:41am,38.01763001,-121.7354796,EGD100,,Egeria,1,,,,,,,,
248,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,0,2.25,Yes,10/29/2007,10:48:31am,38.01742624,-121.736109,EGD100,,Egeria,1,,,,,,,,
249,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,0,2.25,Yes,10/29/2007,10:51:29am,38.01667625,-121.7357469,EGD100,,Egeria,1,,,,,,,,
250,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,2,Yes,10/29/2007,11:09:46am,38.01633358,-121.7363727,EGD100,,Egeria,1,,,,,,,,
252,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,0,2,Yes,10/29/2007,11:21:29am,38.0188907,-121.7352807,EGD100,,Egeria,1,,,,,,,,
254,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,2,Yes,10/29/2007,11:34:48am,38.01909092,-121.7369396,EGD100,,Egeria,1,,,,,,,,
255,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,1.75,Yes,10/29/2007,11:37:46am,38.01897916,-121.7377879,EGD100,,Egeria,1,,,,,,,,
294,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,4.25,8,No,10/31/2007,08:27:22am,38.03360886,-121.5919853,EGD100,,Egeria,1,,,,,,,,
295,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4.5,7.75,No,10/31/2007,08:32:20am,38.03335553,-121.5938803,EGD100,,Egeria,1,,,,,,,,
296,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4,,No,10/31/2007,08:36:30am,38.03360486,-121.5954291,EGD100,,Egeria,1,,,,,,,,
297,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,,No,10/31/2007,08:41:27am,38.03133223,-121.5957246,EGD100,,Egeria,1,,,,,,,,
298,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5.5,,No,10/31/2007,08:49:57am,38.03165618,-121.5983562,EGD100,,Egeria,1,,,,,,,,
300,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,,No,10/31/2007,09:02:48am,38.0332978,-121.6025911,EGD100,,Egeria,1,,,,,,,,
302,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,,No,10/31/2007,09:14:15am,38.03463041,-121.6064806,EGD100,,Egeria,1,,,,,,,,
303,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4,6.5,Yes,10/31/2007,09:18:36am,38.03539354,-121.6082456,EGD100,,Egeria,1,,,,,,,,
304,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4,,No,10/31/2007,09:21:56am,38.03580068,-121.6089039,EGD100,,Egeria,1,,,,,,,,
307,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4.75,,No,10/31/2007,09:37:37am,38.03863427,-121.6160081,EGD100,,Egeria,1,,,,,,,,
308,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,6.25,,No,10/31/2007,09:44:03am,38.04161377,-121.6118754,EGD100,,Egeria,1,,,,,,,,
309,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,3,,No,10/31/2007,10:56:20am,38.062539,-121.5941806,EGD100,,Egeria,1,,,,,,,,
310,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,3,,No,10/31/2007,10:59:51am,38.06277343,-121.5969821,EGD100,,Egeria,1,,,,,,,,
311,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3,,No,10/31/2007,11:11:05am,38.06055966,-121.6004269,EGD100,,Egeria,1,,,,,,,,
313,Egeria,0.7,,,,,,,,,,0.3,,XL (>15m),XL (>15m),center,,No,,4.5,5,Yes,10/31/2007,10:38:34am,38.05957872,-121.5846558,EGD100,,Egeria,1,,,,,,,,
316,Egeria,0.7,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4,,No,10/31/2007,11:30:08am,38.05737223,-121.6103159,EGD100,,Egeria,1,,,,,,,,
328,Egeria,0.5,,,,,,,,,,0.5,,L (10-15m),L (10-15m),center,,No,,2,3.25,No,10/29/2007,09:20:38am,37.99897247,-121.4248903,100 eg,,Egeria,1,,,,,,,,
364,Egeria,0.7,,,,,,,,,,0.3,,L (10-15m),M (5-10m),,,Yes,,,5.5,No,10/31/2007,09:51:44am,38.04328243,-121.3702038,EGD100,,Egeria,1,,,,,,,,
365,Egeria,0.5,,,,,,,,,,0.5,,S (3-5m),S (3-5m),,,Yes,,,5.5,No,10/31/2007,09:55:37am,38.0434071,-121.3698403,EGD100,,Egeria,1,,,,,,,,
368,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),,,Yes,,1,6,Yes,10/31/2007,10:07:19am,38.04319357,-121.366046,EGD100,,Egeria,1,,,,,,,,
369,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,3.5,Yes,10/31/2007,10:12:38am,38.04316246,-121.362803,EGD100,,Egeria,1,,,,,,,,
370,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1.5,3.5,Yes,10/31/2007,10:16:02am,38.0431435,-121.360923,EGD100,,Egeria,1,,,,,,,,
371,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,4.5,Yes,10/31/2007,10:19:10am,38.04308048,-121.3599506,EGD100,,Egeria,1,,,,,,,,
372,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,5,Yes,10/31/2007,10:20:55am,38.04321387,-121.3596538,EGD100,,Egeria,1,,,,,,,,
373,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,6,Yes,10/31/2007,10:23:17am,38.04306251,-121.3583692,EGD100,,Egeria,1,,,,,,,,
374,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,4.5,Yes,10/31/2007,10:25:37am,38.0430256,-121.3575871,EGD100,,Egeria,1,,,,,,,,
375,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,4,Yes,10/31/2007,10:27:25am,38.04315607,-121.3574587,EGD100,,Egeria,1,,,,,,,,
376,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,5,Yes,10/31/2007,10:30:07am,38.04301694,-121.3568968,EGD100,,Egeria,1,,,,,,,,
377,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,4.5,Yes,10/31/2007,10:32:40am,38.04313833,-121.3563063,EGD100,,Egeria,1,,,,,,,,
378,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1.5,2.5,Yes,10/31/2007,10:34:45am,38.04309953,-121.3550187,EGD100,,Egeria,1,,,,,,,,
379,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,3.5,Yes,10/31/2007,10:37:39am,38.04296615,-121.3548116,EGD100,,Egeria,1,,,,,,,,
380,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1.5,5.75,Yes,10/31/2007,10:40:16am,38.04306292,-121.3540084,EGD100,,Egeria,1,,,,,,,,
